obra;grupo;material_normalizado;material;unidade;data;ano;quantidade;valor_unitario;valor_total
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;"TUBO DE AÇO CARBONO 6""";"Tubo de aço carbono 6""";M;13/01/2026;2026;12.0;322.5;6030.0
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;"TUBO DE AÇO CARBONO, 6""";"Tubo de aço carbono, 6""";M;13/01/2026;2026;12.0;322.5;6030.0
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;"TUBO DE AÇO GALVANIZADO 1/2""";"Tubo de aço galvanizado 1/2""";M;13/01/2026;2026;48.0;36.449999999999996;5589.6
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;"TUBO DE AÇO SCH 40 2.1/2""";"Tubo de aço Sch 40 2.1/2""";M;13/01/2026;2026;24.0;90.0;5760.0
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;"TUBO DE AÇO SCH40, 2.1/2""";"Tubo de aço SCH40, 2.1/2""";M;13/01/2026;2026;24.0;90.0;5760.0
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;"TUBO DE AÇO SCH40, 3""";"Tubo de aço SCH40, 3""";M;13/01/2026;2026;24.0;115.0;6360.0
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;TUBO PPR 110 MM, PN12;TUBO PPR 110 MM, PN12;M;13/01/2026;2026;260.0;88.73222222222223;62237.7
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;TUBO PPR 40 MM, PN12;TUBO PPR 40 MM, PN12;M;13/01/2026;2026;30.0;12.755;2778.12
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;TUBO PPR 50 MM, PN12;TUBO PPR 50 MM, PN12;M;13/01/2026;2026;46.0;20.3;6036.2
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;TUBO PPR 63 MM, PN12;TUBO PPR 63 MM, PN12;M;13/01/2026;2026;28.0;30.583333333333332;3926.0
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;TUBO PPR 75 MM, PN12;TUBO PPR 75 MM, PN12;M;13/01/2026;2026;142.0;42.74138364779875;24660.88
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;TUBO PPR 90 MM, PN12;TUBO PPR 90 MM, PN12;M;13/01/2026;2026;150.0;63.586800000000004;29038.02
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;TUBULAÇÃO AÇO SCHEDULE 2.1/2';TUBULAÇÃO AÇO Schedule 2.1/2';M;13/01/2026;2026;46.0;90.0;11040.0
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;"TÊ AÇO GALVANIZADO 1/2""";"Tê aço galvanizado 1/2""";UNID.;13/01/2026;2026;18.0;8.89;160.02
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;"TÊ PVCU 1/2""";"TÊ PVCU 1/2""";UNID.;13/01/2026;2026;6.0;30.0;180.0
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;"UNIÃO BRONZE ""LUVA"" 1/2""";"UNIÃO BRONZE ""LUVA"" 1/2""";UNID.;13/01/2026;2026;27.0;60.0;1620.0
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;"UNIÃO GALVANIZADA, 1/2""";"União galvanizada, 1/2""";UNID.;13/01/2026;2026;36.0;47.14000000000001;1697.0400000000002
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;UNIÃO PPR MISTA;União PPR Mista;;13/01/2026;2026;2.0;1082.43;2164.86
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;"VALVULA DE BLOQUEIO ""ESFERA"" 1/2""";"Valvula de bloqueio ""esfera"" 1/2""";UNID.;13/01/2026;2026;18.0;40.0;720.0
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;VAZO DE EXPANSÃO EM FIBRA DE VIDRO, VOLUME 1.000L;VAZO DE EXPANSÃO EM FIBRA DE VIDRO, VOLUME 1.000L;PÇS;13/01/2026;2026;2.0;2400.0;5280.0
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;"VÁLVULA DE BLOQUEIO ""ESFERA"" 1""";"VÁLVULA DE BLOQUEIO ""ESFERA"" 1""";75.14;13/01/2026;2026;72.0;73.0;5256.0
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;"VÁLVULA DE BLOQUEIO ""ESFERA"" 1""";"VÁLVULA DE BLOQUEIO ""ESFERA"" 1""";UNID.;13/01/2026;2026;88.0;73.0;6424.0
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;"VÁLVULA DE BLOQUEIO ""ESFERA"" 3/4""";"VÁLVULA DE BLOQUEIO ""ESFERA"" 3/4""";UNID.;13/01/2026;2026;4.0;44.0;176.0
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;"VÁLVULA DE BLOQUEIO BORBOLETA 2.1/2""";"VÁLVULA DE BLOQUEIO BORBOLETA 2.1/2""";UNID.;13/01/2026;2026;12.0;278.09;3337.08
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;"VÁLVULA DE BLOQUEIO BORBOLETA 2.1/2""";"Válvula de Bloqueio Borboleta 2.1/2""";UNID.;13/01/2026;2026;18.0;278.09;5005.62
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;"VÁLVULA DE BLOQUEIO BORBOLETA 3""";"Válvula de Bloqueio Borboleta 3""";UNID.;13/01/2026;2026;12.0;634.26;7611.12
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;"VÁLVULA DE BLOQUEIO ESFERA 1/2""";"VÁLVULA DE BLOQUEIO ESFERA 1/2""";UNID.;13/01/2026;2026;27.0;40.0;1080.0
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;"VÁLVULA DE RETENÇÃO WAFER 2.1/2""";"Válvula de Retenção Wafer 2.1/2""";UNID.;13/01/2026;2026;9.0;507.2;4564.799999999999
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;"VÁLVULA DE RETENÇÃO WAFER 3""";"Válvula de Retenção Wafer 3""";UNID.;13/01/2026;2026;6.0;323.78;1942.6799999999998
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;"VÁLVULA IDEPENDENTE DE PRESSÃO 1"" ON-OFF";"VÁLVULA IDEPENDENTE DE PRESSÃO 1"" on-off";UNID.;13/01/2026;2026;6.0;1392.17;8353.02
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;"VÁLVULA IDEPENDENTE DE PRESSÃO 1.1/4"" ON-OFF";"VÁLVULA IDEPENDENTE DE PRESSÃO 1.1/4"" on-off";UNID.;13/01/2026;2026;50.0;2255.5099999999998;115770.8
CONTATO EVENTOS - AC06625;REDE FRIGORIGENA;"VÁLVULA IDEPENDENTE DE PRESSÃO 3/4"" ON-OFF";"VÁLVULA IDEPENDENTE DE PRESSÃO 3/4"" on-off";UNID.;13/01/2026;2026;2.0;1094.1;2188.2
CORPORE 8 - CPD SEGUNDO PAVIMENTO - AC03326;DUTO;"MANGUEIRA ELETRODUTO CORRUGADA 3/4""";"MANGUEIRA ELETRODUTO CORRUGADA 3/4""";M;09/03/2026;2026;150.0;1.8;570.0
CORPORE 8 - CPD SEGUNDO PAVIMENTO - AC03326;REDE FRIGORIGENA;COLA PARA ESPUMA ELASTOMÉRICA. REF:ARMACELL ARMAFLEX 520 S 0,9 L;COLA PARA ESPUMA ELASTOMÉRICA. REF:ARMACELL  ARMAFLEX 520 S 0,9 L;UN;09/03/2026;2026;4.0;159.78;639.12
CORPORE 8 - CPD SEGUNDO PAVIMENTO - AC03326;REDE FRIGORIGENA;CONJUNTO DE CALÇO DE BORRACHA OU SUPORTE TIPO MÃO FRANCESA;CONJUNTO DE CALÇO DE BORRACHA OU SUPORTE TIPO MÃO FRANCESA;CJ;09/03/2026;2026;7.0;58.30666666666667;404.76
CORPORE 8 - CPD SEGUNDO PAVIMENTO - AC03326;REDE FRIGORIGENA;GÁS ACETILENO;GÁS ACETILENO;UNID.;09/03/2026;2026;3.0;100.0;300.0
CORPORE 8 - CPD SEGUNDO PAVIMENTO - AC03326;REDE FRIGORIGENA;GÁS NITROGÊNIO;GÁS NITROGÊNIO;UNID.;09/03/2026;2026;3.0;180.0;540.0
CORPORE 8 - CPD SEGUNDO PAVIMENTO - AC03326;REDE FRIGORIGENA;GÁS OXIGENIO;GÁS OXIGENIO;UNID.;09/03/2026;2026;3.0;100.0;300.0
CORPORE 8 - CPD SEGUNDO PAVIMENTO - AC03326;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 1/2""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  1/2""";M;09/03/2026;2026;6.0;11.733333333333333;70.39999999999999
CORPORE 8 - CPD SEGUNDO PAVIMENTO - AC03326;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 1/4""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  1/4""";M;09/03/2026;2026;6.0;10.146666666666667;60.88
CORPORE 8 - CPD SEGUNDO PAVIMENTO - AC03326;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 3/8""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  3/8""";M;09/03/2026;2026;145.0;10.113333333333333;1618.7
CORPORE 8 - CPD SEGUNDO PAVIMENTO - AC03326;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 5/8""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  5/8""";M;09/03/2026;2026;145.0;12.1;1926.4999999999998
CORPORE 8 - CPD SEGUNDO PAVIMENTO - AC03326;REDE FRIGORIGENA;MATERIAIS DIVERSOS (SUPORTE, FIXAÇÃO, PARAFUSOS, PORCAS, ARRUELAS, FITAS, ETC.);MATERIAIS DIVERSOS (SUPORTE, FIXAÇÃO, PARAFUSOS, PORCAS, ARRUELAS, FITAS, ETC.);CJ;09/03/2026;2026;102.0;10.0;1020.0
CORPORE 8 - CPD SEGUNDO PAVIMENTO - AC03326;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 1/2""";"TUBO DE COBRE DIÂMETRO 1/2""";M;09/03/2026;2026;6.0;44.955000000000005;269.73
CORPORE 8 - CPD SEGUNDO PAVIMENTO - AC03326;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 1/4""";"TUBO DE COBRE DIÂMETRO 1/4""";26.055;09/03/2026;2026;6.0;26.054999999999996;156.32999999999998
CORPORE 8 - CPD SEGUNDO PAVIMENTO - AC03326;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 3/8""";"TUBO DE COBRE DIÂMETRO 3/8""";M;09/03/2026;2026;145.0;26.054999999999996;3777.9750000000004
CORPORE 8 - CPD SEGUNDO PAVIMENTO - AC03326;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 5/8""";"TUBO DE COBRE DIÂMETRO 5/8""";M;09/03/2026;2026;145.0;44.955000000000005;6518.475
CORPORE 8 - INFRA LOJAS TÉRREO - AC17925;DUTO;ELETROCALHA PERFURADA 200X100X300 MM #24;ELETROCALHA PERFURADA 200X100X300 MM #24;PÇ;21/01/2026;2026;100.0;87.0;8700.0
CORPORE 8 - INFRA LOJAS TÉRREO - AC17925;DUTO;EMENDA PARA ELETROCALHA PERFURADA 200X100;EMENDA PARA ELETROCALHA PERFURADA 200X100;PÇ;21/01/2026;2026;100.0;6.56;656.0
CORPORE 8 - INFRA LOJAS TÉRREO - AC17925;DUTO;"MANGUEIRA ELETRODUTO CORRUGADA 3/4"" COM FIO GUIA";"MANGUEIRA ELETRODUTO CORRUGADA 3/4"" COM FIO GUIA";M;21/01/2026;2026;510.0;1.475;755.5
CORPORE 8 - INFRA LOJAS TÉRREO - AC17925;DUTO;PINTURA DAS ELETROCALHAS (BRANCO);Pintura das eletrocalhas (branco);vb;21/01/2026;2026;2.0;2000.0;6000.0
CORPORE 8 - INFRA LOJAS TÉRREO - AC17925;DUTO;SUPORTES DA REDE DE ELETROCALHAS (CHUMBADOR, PORCA, ARRUELA, BARRA ROSCADA, FERRO CHATO).;SUPORTES DA REDE DE ELETROCALHAS (CHUMBADOR, PORCA, ARRUELA, BARRA ROSCADA, FERRO CHATO).;CJ;21/01/2026;2026;200.0;10.0;4000.0
CORPORE 8 - INFRA LOJAS TÉRREO - AC17925;DUTO;TE ELETROCALHA PERFURADA 200X100;TE ELETROCALHA PERFURADA 200X100;PÇ;21/01/2026;2026;6.0;48.96;293.76
CORPORE 8 - INFRA LOJAS TÉRREO - AC17925;REDE FRIGORIGENA;COLA PARA ESPUMA ELASTOMÉRICA. REF:ARMACELL ARMAFLEX 520 S 0,9 L;COLA PARA ESPUMA ELASTOMÉRICA. REF:ARMACELL  ARMAFLEX 520 S 0,9 L;LITROS;21/01/2026;2026;4.0;159.78;639.12
CORPORE 8 - INFRA LOJAS TÉRREO - AC17925;REDE FRIGORIGENA;CONEXÕES DE COBRE. REF: ELUMA;CONEXÕES DE COBRE. REF: ELUMA;VB;21/01/2026;2026;2.0;300.0;600.0
CORPORE 8 - INFRA LOJAS TÉRREO - AC17925;REDE FRIGORIGENA;FITA PRATA PARA JUNÇÃO DO ISOLAMENTO EM POLIETILENO;FITA PRATA PARA JUNÇÃO DO ISOLAMENTO EM POLIETILENO;UN;21/01/2026;2026;16.0;5.0;80.0
CORPORE 8 - INFRA LOJAS TÉRREO - AC17925;REDE FRIGORIGENA;GÁS ACETILENO;GÁS ACETILENO;UNID.;21/01/2026;2026;8.0;100.0;800.0
CORPORE 8 - INFRA LOJAS TÉRREO - AC17925;REDE FRIGORIGENA;GÁS NITROGÊNIO;GÁS NITROGÊNIO;UNID.;21/01/2026;2026;10.0;180.0;1800.0
CORPORE 8 - INFRA LOJAS TÉRREO - AC17925;REDE FRIGORIGENA;GÁS NITROGÊNIO PRESSURIZAÇÃO;GÁS NITROGÊNIO PRESSURIZAÇÃO;UNID.;21/01/2026;2026;4.0;180.0;720.0
CORPORE 8 - INFRA LOJAS TÉRREO - AC17925;REDE FRIGORIGENA;GÁS OXIGENIO;GÁS OXIGENIO;UNID.;21/01/2026;2026;8.0;100.0;800.0
CORPORE 8 - INFRA LOJAS TÉRREO - AC17925;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 1.1/8""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  1.1/8""";M;21/01/2026;2026;328.0;20.884999999999998;6850.28
CORPORE 8 - INFRA LOJAS TÉRREO - AC17925;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 1/2""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  1/2""";M;21/01/2026;2026;268.0;14.1;3778.8
CORPORE 8 - INFRA LOJAS TÉRREO - AC17925;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 3/4""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  3/4""";M;21/01/2026;2026;60.0;17.95;1077.0
CORPORE 8 - INFRA LOJAS TÉRREO - AC17925;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 3/8""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  3/8""";M;21/01/2026;2026;120.0;13.92;1670.4
CORPORE 8 - INFRA LOJAS TÉRREO - AC17925;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 5/8""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  5/8""";M;21/01/2026;2026;60.0;16.4;983.9999999999999
CORPORE 8 - INFRA LOJAS TÉRREO - AC17925;REDE FRIGORIGENA;"ISOLAMENTO EM TUBO DE POLIETILENO BLINDADO INVERTER, PARA TUBULAÇÃO DE 3/4""";"ISOLAMENTO EM TUBO DE POLIETILENO BLINDADO INVERTER, PARA TUBULAÇÃO DE 3/4""";M;21/01/2026;2026;60.0;8.975;538.5
CORPORE 8 - INFRA LOJAS TÉRREO - AC17925;REDE FRIGORIGENA;"ISOLAMENTO EM TUBO DE POLIETILENO BLINDADO INVERTER, PARA TUBULAÇÃO DE 3/8""";"ISOLAMENTO EM TUBO DE POLIETILENO BLINDADO INVERTER, PARA TUBULAÇÃO DE  3/8""";M;21/01/2026;2026;124.0;6.96;863.04
CORPORE 8 - INFRA LOJAS TÉRREO - AC17925;REDE FRIGORIGENA;"ISOLAMENTO EM TUBO DE POLIETILENO BLINDADO INVERTER, PARA TUBULAÇÃO DE 5/8""";"ISOLAMENTO EM TUBO DE POLIETILENO BLINDADO INVERTER, PARA TUBULAÇÃO DE 5/8""";M;21/01/2026;2026;16.0;8.2;131.2
CORPORE 8 - INFRA LOJAS TÉRREO - AC17925;REDE FRIGORIGENA;"ISOLAMENTO EM TUBO DE POLIETILENO BLINDADO INVERTER, PARA TUBULAÇÃO DE 7/8""";"ISOLAMENTO EM TUBO DE POLIETILENO BLINDADO INVERTER, PARA TUBULAÇÃO DE 7/8""";M;21/01/2026;2026;76.0;12.88;1004.6400000000001
CORPORE 8 - INFRA LOJAS TÉRREO - AC17925;REDE FRIGORIGENA;MATERIAIS DIVERSOS (SUPORTE, FIXAÇÃO, PARAFUSOS, PORCAS, ARRUELAS, FITAS, ETC.);MATERIAIS DIVERSOS (SUPORTE, FIXAÇÃO, PARAFUSOS, PORCAS, ARRUELAS, FITAS, ETC.);CJ;21/01/2026;2026;384.0;10.0;3840.0
CORPORE 8 - INFRA LOJAS TÉRREO - AC17925;REDE FRIGORIGENA;PROTEÇÃO MECÂNICA EM PLATISCO HOSPITALAR BRANCO LISO 0,10MMX50M (10CM);PROTEÇÃO MECÂNICA EM PLATISCO HOSPITALAR BRANCO LISO 0,10MMX50M (10CM);PÇ;21/01/2026;2026;14.0;30.0;420.0
CORPORE 8 - INFRA LOJAS TÉRREO - AC17925;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 1.1/8""";"TUBO DE COBRE DIÂMETRO 1.1/8""";M;21/01/2026;2026;328.0;112.0;42968.0
CORPORE 8 - INFRA LOJAS TÉRREO - AC17925;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 1/2""";"TUBO DE COBRE DIÂMETRO 1/2""";M;21/01/2026;2026;268.0;23.63318;9013.69224
CORPORE 8 - INFRA LOJAS TÉRREO - AC17925;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 3/4""";"TUBO DE COBRE DIÂMETRO 3/4""";M;21/01/2026;2026;110.0;61.74999999999999;8920.0
CORPORE 8 - INFRA LOJAS TÉRREO - AC17925;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 3/8""";"TUBO DE COBRE DIÂMETRO 3/8""";M;21/01/2026;2026;244.0;16.757235;6531.10832
CORPORE 8 - INFRA LOJAS TÉRREO - AC17925;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 5/8""";"TUBO DE COBRE DIÂMETRO 5/8""";M;21/01/2026;2026;76.0;29.92338;3034.17688
CORPORE 8 - INFRA LOJAS TÉRREO - AC17925;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 7/8""";"TUBO DE COBRE DIÂMETRO 7/8""";M;21/01/2026;2026;104.0;108.0;13208.0
CORPORE 8 - PROLONG TUBULAÇÕES - AC13825;DUTO;ALUMÍNIO CORRUGADO;ALUMÍNIO corrugado;M²;26/09/2025;2025;588.0;31.0;18104.4
CORPORE 8 - PROLONG TUBULAÇÕES - AC13825;DUTO;ARAME GUIA;ARAME GUIA;M;26/09/2025;2025;1096.0;0.7;767.1999999999999
CORPORE 8 - PROLONG TUBULAÇÕES - AC13825;DUTO;ARAME GUIA;ARAME GUIA;rl;26/09/2025;2025;12.0;16.8;201.60000000000002
CORPORE 8 - PROLONG TUBULAÇÕES - AC13825;DUTO;FITA PARA PRESILHA;FITA PARA PRESILHA;M;26/09/2025;2025;1040.0;4.302692307692308;2597.2923076923075
CORPORE 8 - PROLONG TUBULAÇÕES - AC13825;DUTO;"MANGUEIRA ELETRODUTO CORRUGADA 3/4""";"MANGUEIRA ELETRODUTO CORRUGADA 3/4""";M;26/09/2025;2025;2146.0;1.347;2902.3
CORPORE 8 - PROLONG TUBULAÇÕES - AC13825;DUTO;PRESILHA PARA ALUMÍNIO CORRUGADO;PRESILHA PARA ALUMÍNIO CORRUGADO;UN;26/09/2025;2025;1484.0;11.519146341463415;893.1839024390245
CORPORE 8 - PROLONG TUBULAÇÕES - AC13825;REDE FRIGORIGENA;ARAME E PINCEL;Arame e Pincel;;26/09/2025;2025;1.0;234.9;234.9
CORPORE 8 - PROLONG TUBULAÇÕES - AC13825;REDE FRIGORIGENA;COLA PARA ESPUMA ELASTOMÉRICA. REF:ARMACELL ARMAFLEX 520 S 0,9 L;COLA PARA ESPUMA ELASTOMÉRICA. REF:ARMACELL  ARMAFLEX 520 S 0,9 L;LITROS;26/09/2025;2025;22.0;110.0;2420.0
CORPORE 8 - PROLONG TUBULAÇÕES - AC13825;REDE FRIGORIGENA;CONEXÕES DE COBRE. REF:;CONEXÕES DE COBRE. REF:;VB;26/09/2025;2025;2.0;500.0;1000.0
CORPORE 8 - PROLONG TUBULAÇÕES - AC13825;REDE FRIGORIGENA;FITA PRATA PARA JUNÇÃO DO ISOLAMENTO EM POLIETILENO;FITA PRATA PARA JUNÇÃO DO ISOLAMENTO EM POLIETILENO;UN;26/09/2025;2025;270.0;5.0;1350.0
CORPORE 8 - PROLONG TUBULAÇÕES - AC13825;REDE FRIGORIGENA;FRETE DO COBRE;Frete do Cobre;pç;26/09/2025;2025;1.0;1258.0;1258.0
CORPORE 8 - PROLONG TUBULAÇÕES - AC13825;REDE FRIGORIGENA;GÁS ACETILENO;GÁS ACETILENO;UNID.;26/09/2025;2025;30.0;200.0;6000.0
CORPORE 8 - PROLONG TUBULAÇÕES - AC13825;REDE FRIGORIGENA;GÁS NITROGÊNIO;GÁS NITROGÊNIO;UNID.;26/09/2025;2025;64.0;210.0;13440.0
CORPORE 8 - PROLONG TUBULAÇÕES - AC13825;REDE FRIGORIGENA;GÁS OXIGENIO;GÁS OXIGENIO;UNID.;26/09/2025;2025;30.0;130.0;3900.0
CORPORE 8 - PROLONG TUBULAÇÕES - AC13825;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 3/4""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  3/4""";M;26/09/2025;2025;320.25;12.0132;3847.2273
CORPORE 8 - PROLONG TUBULAÇÕES - AC13825;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 3/8""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  3/8""";M;26/09/2025;2025;2349.6279999999997;8.706199999999999;20906.092399999998
CORPORE 8 - PROLONG TUBULAÇÕES - AC13825;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 5/8""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  5/8""";M;26/09/2025;2025;1584.641;11.6232;18509.566703999997
CORPORE 8 - PROLONG TUBULAÇÕES - AC13825;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 7/8""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  7/8""";M;26/09/2025;2025;435.597;22.0;9583.134
CORPORE 8 - PROLONG TUBULAÇÕES - AC13825;REDE FRIGORIGENA;MATERIAIS DIVERSOS (SUPORTE, FIXAÇÃO, PARAFUSOS, PORCAS, ARRUELAS, FITAS, ETC.);MATERIAIS DIVERSOS (SUPORTE, FIXAÇÃO, PARAFUSOS, PORCAS, ARRUELAS, FITAS, ETC.);CJ;26/09/2025;2025;1462.0;10.0;21930.0
CORPORE 8 - PROLONG TUBULAÇÕES - AC13825;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 3/4"" (354M)";"TUBO DE COBRE DIÂMETRO 3/4"" (354m)";KG;26/09/2025;2025;122.0;79.9;9747.800000000001
CORPORE 8 - PROLONG TUBULAÇÕES - AC13825;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 3/8"" (1096M)";"TUBO DE COBRE DIÂMETRO 3/8"" (1096m)";KG;26/09/2025;2025;428.2572;84.95;36674.648
CORPORE 8 - PROLONG TUBULAÇÕES - AC13825;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 5/8"" (742M)";"TUBO DE COBRE DIÂMETRO 5/8"" (742m)";KG;26/09/2025;2025;502.14889999999997;84.95;42991.600999999995
CORPORE 8 - PROLONG TUBULAÇÕES - AC13825;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 7/8"" (354M)";"TUBO DE COBRE DIÂMETRO 7/8"" (354m)";KG;26/09/2025;2025;192.55829999999997;115.0;22144.204499999996
CORTE BALNEARIO - AC06924;DUTO;CHAPA DE AÇO GALVANIZADO #26. REF.: GUERDAU;Chapa de aço galvanizado #26. Ref.: GUERDAU;kg;24/05/2024;2024;51.004799999999996;13.0;1530.1439999999998
CORTE BALNEARIO - AC06924;DUTO;"DIFUSOR DE AR RETANGULAR, EM ALUMÍNIO, C/ REGISTRO.VAZÃO, 12"" X 12"".";"DIFUSOR DE AR RETANGULAR, EM ALUMÍNIO, C/ REGISTRO.VAZÃO, 12"" x 12"".";Unid.;24/05/2024;2024;8.0;239.0;2152.0
CORTE BALNEARIO - AC06924;DUTO;DIVERSOS;Diversos;vb;24/05/2024;2024;4.0;250.0;1000.0
CORTE BALNEARIO - AC06924;DUTO;DUTO CIRCULAR FLEXIVEL COM ISOLAMENTO Ø150 MM (BARRA COM 10 M) SONODEC;Duto circular flexivel com isolamento Ø150 mm (barra com 10 m) Sonodec;m;24/05/2024;2024;3.0;50.0;195.0
CORTE BALNEARIO - AC06924;DUTO;DUTO CIRCULAR FLEXIVEL Ø150 MM COM ISOLAMENTO (BARRA COM 10 M);Duto circular flexivel  Ø150 mm com isolamento (barra com 10 m);m;24/05/2024;2024;3.0;50.0;195.0
CORTE BALNEARIO - AC06924;DUTO;DUTO CIRCULAR FLEXIVELCOM ISOLAMENTO Ø200 MM (BARRA COM 10 M);Duto circular flexivelcom isolamento Ø200 mm (barra com 10 m);m;24/05/2024;2024;2.0;10.0;50.0
